Data Set 7:Time(s),Data Set 7:615 nm,Data Set 7:525 nm,Data Set 7:465 nm
36.90,2.818606,4.621510,6.325346
36.95,2.818606,4.621510,6.325346
37.00,1.326403,3.781235,2.976633
37.05,1.326403,3.781235,2.976633
37.10,2.155405,3.781235,4.837029
37.15,2.155405,3.781235,4.837029
37.20,2.487005,4.201372,5.581187
37.25,2.487005,4.201372,5.581187
37.30,1.989604,4.621510,4.464950
37.35,1.989604,4.621510,4.464950
37.40,1.989604,4.621510,4.464950
37.45,1.989604,4.621510,4.464950
37.50,1.989604,4.621510,4.464950
37.55,1.989604,4.621510,4.464950
37.60,1.989604,4.621510,4.464950
37.65,1.989604,4.621510,4.464950
37.70,1.989604,4.621510,4.464950
37.75,1.989604,4.621510,4.464950
37.80,1.989604,4.621510,4.464950
37.85,1.989604,4.621510,4.464950
37.90,2.652806,4.411440,4.092870
37.95,2.652806,4.411440,4.092870
